c(g:d)(CV_Vd_n1191_ac_des) X,c(g:d)(CV_Vd_n1191_ac_des) Y,c(g:d)(CV_Vd_n1217_ac_des) X,c(g:d)(CV_Vd_n1217_ac_des) Y,c(g:d)(CV_Vd_n1237_ac_des) X,c(g:d)(CV_Vd_n1237_ac_des) Y,c(g:d)(CV_Vd_n1257_ac_des) X,c(g:d)(CV_Vd_n1257_ac_des) Y,c(g:d)(CV_Vd_n1277_ac_des) X,c(g:d)(CV_Vd_n1277_ac_des) Y,c(g:d)(CV_Vd_n1297_ac_des) X,c(g:d)(CV_Vd_n1297_ac_des) Y,c(g:d)(CV_Vd_n1317_ac_des) X,c(g:d)(CV_Vd_n1317_ac_des) Y,c(g:d)(CV_Vd_n1337_ac_des) X,c(g:d)(CV_Vd_n1337_ac_des) Y,c(g:d)(CV_Vd_n1357_ac_des) X,c(g:d)(CV_Vd_n1357_ac_des) Y,c(g:d)(CV_Vd_n1377_ac_des) X,c(g:d)(CV_Vd_n1377_ac_des) Y,c(g:d)(CV_Vd_n1397_ac_des) X,c(g:d)(CV_Vd_n1397_ac_des) Y,c(g:d)(CV_Vd_n1417_ac_des) X,c(g:d)(CV_Vd_n1417_ac_des) Y,c(g:d)(CV_Vd_n1437_ac_des) X,c(g:d)(CV_Vd_n1437_ac_des) Y,c(g:d)(CV_Vd_n1457_ac_des) X,c(g:d)(CV_Vd_n1457_ac_des) Y,c(g:d)(CV_Vd_n1477_ac_des) X,c(g:d)(CV_Vd_n1477_ac_des) Y,c(g:d)(CV_Vd_n1497_ac_des) X,c(g:d)(CV_Vd_n1497_ac_des) Y,c(g:d)(CV_Vd_n1517_ac_des) X,c(g:d)(CV_Vd_n1517_ac_des) Y,c(g:d)(CV_Vd_n1537_ac_des) X,c(g:d)(CV_Vd_n1537_ac_des) Y,c(g:d)(CV_Vd_n1557_ac_des) X,c(g:d)(CV_Vd_n1557_ac_des) Y,c(g:d)(CV_Vd_n1577_ac_des) X,c(g:d)(CV_Vd_n1577_ac_des) Y,c(g:d)(CV_Vd_n1597_ac_des) X,c(g:d)(CV_Vd_n1597_ac_des) Y,c(g:d)(CV_Vd_n1617_ac_des) X,c(g:d)(CV_Vd_n1617_ac_des) Y,c(g:d)(CV_Vd_n1637_ac_des) X,c(g:d)(CV_Vd_n1637_ac_des) Y,c(g:d)(CV_Vd_n1657_ac_des) X,c(g:d)(CV_Vd_n1657_ac_des) Y,c(g:d)(CV_Vd_n1677_ac_des) X,c(g:d)(CV_Vd_n1677_ac_des) Y,c(g:d)(CV_Vd_n1697_ac_des) X,c(g:d)(CV_Vd_n1697_ac_des) Y,c(g:d)(CV_Vd_n1717_ac_des) X,c(g:d)(CV_Vd_n1717_ac_des) Y,c(g:d)(CV_Vd_n1737_ac_des) X,c(g:d)(CV_Vd_n1737_ac_des) Y,c(g:d)(CV_Vd_n1757_ac_des) X,c(g:d)(CV_Vd_n1757_ac_des) Y,c(g:d)(CV_Vd_n1777_ac_des) X,c(g:d)(CV_Vd_n1777_ac_des) Y,c(g:d)(CV_Vd_n1797_ac_des) X,c(g:d)(CV_Vd_n1797_ac_des) Y,c(g:d)(CV_Vd_n1817_ac_des) X,c(g:d)(CV_Vd_n1817_ac_des) Y,c(g:d)(CV_Vd_n1837_ac_des) X,c(g:d)(CV_Vd_n1837_ac_des) Y,c(g:d)(CV_Vd_n1857_ac_des) X,c(g:d)(CV_Vd_n1857_ac_des) Y,c(g:d)(CV_Vd_n1877_ac_des) X,c(g:d)(CV_Vd_n1877_ac_des) Y,c(g:d)(CV_Vd_n1897_ac_des) X,c(g:d)(CV_Vd_n1897_ac_des) Y,c(g:d)(CV_Vd_n1917_ac_des) X,c(g:d)(CV_Vd_n1917_ac_des) Y,c(g:d)(CV_Vd_n1937_ac_des) X,c(g:d)(CV_Vd_n1937_ac_des) Y,c(g:d)(CV_Vd_n1957_ac_des) X,c(g:d)(CV_Vd_n1957_ac_des) Y,c(g:d)(CV_Vd_n1977_ac_des) X,c(g:d)(CV_Vd_n1977_ac_des) Y,c(g:d)(CV_Vd_n1997_ac_des) X,c(g:d)(CV_Vd_n1997_ac_des) Y,c(g:d)(CV_Vd_n2017_ac_des) X,c(g:d)(CV_Vd_n2017_ac_des) Y,c(g:d)(CV_Vd_n2037_ac_des) X,c(g:d)(CV_Vd_n2037_ac_des) Y,c(g:d)(CV_Vd_n2057_ac_des) X,c(g:d)(CV_Vd_n2057_ac_des) Y
-0.252,-1.6095145e-17,-0.252,-1.5956301e-17,-0.252,-1.5728207e-17,-0.23213662,-1.5265081e-17,-0.252,-1.5353317e-17,-0.252,-1.5193205e-17,-0.252,-1.5042825e-17,-0.252,-1.491649e-17,-0.24332527,-1.4747635e-17,-0.24332527,-1.4621223e-17,-0.24332527,-1.452131e-17,-0.252,-1.4346324e-17,-0.252,-1.4358513e-17,-0.252,-1.4250486e-17,-0.252,-1.4050343e-17,-0.252,-1.4059521e-17,-0.252,-1.3969936e-17,-0.252,-1.377789e-17,-0.252,-1.379758e-17,-0.252,-1.3713279e-17,-0.252,-1.3633149e-17,-0.22683182,-1.3412264e-17,-0.252,-1.3485083e-17,-0.252,-1.3289942e-17,-0.252,-1.3329204e-17,-0.252,-1.3263339e-17,-0.24297554,-1.3181457e-17,-0.24297554,-1.3107356e-17,-0.24297554,-1.3044427e-17,-0.24297554,-1.299924e-17,-0.252,-1.2958916e-17,-0.24297554,-1.2896205e-17,-0.24297554,-1.2841699e-17,-0.24297554,-1.2789978e-17,-0.24297554,-1.2742997e-17,-0.24297554,-1.2697476e-17,-0.24297554,-1.2657345e-17,-0.24297554,-1.2618835e-17,-0.24297554,-1.2578035e-17,-0.24276893,-1.2541025e-17,-0.24297554,-1.2507575e-17,-0.24297554,-1.2474862e-17,-0.24276893,-1.2442485e-17,-0.24276893,-1.2410992e-17
-0.258,-1.6212132e-17,-0.258,-1.6061804e-17,-0.258,-1.5824861e-17,-0.23813662,-1.5383947e-17,-0.258,-1.5427162e-17,-0.258,-1.5256478e-17,-0.258,-1.5100104e-17,-0.258,-1.4958816e-17,-0.24932527,-1.4774786e-17,-0.24932527,-1.4660741e-17,-0.24932527,-1.4548956e-17,-0.258,-1.4504352e-17,-0.258,-1.427285e-17,-0.258,-1.4177529e-17,-0.258,-1.4201563e-17,-0.258,-1.4100329e-17,-0.258,-1.4009808e-17,-0.258,-1.3925227e-17,-0.258,-1.3841665e-17,-0.258,-1.3750927e-17,-0.258,-1.3668451e-17,-0.23283182,-1.3404183e-17,-0.258,-1.3396877e-17,-0.258,-1.343978e-17,-0.258,-1.3367571e-17,-0.258,-1.3299337e-17,-0.24897554,-1.319015e-17,-0.24897554,-1.3131677e-17,-0.24897554,-1.3073851e-17,-0.24897554,-1.3017441e-17,-0.258,-1.2877195e-17,-0.24897554,-1.2905202e-17,-0.24897554,-1.2861978e-17,-0.24897554,-1.2809996e-17,-0.24897554,-1.2753081e-17,-0.24897554,-1.2706277e-17,-0.24897554,-1.2674388e-17,-0.24897554,-1.2634922e-17,-0.24897554,-1.2597737e-17,-0.24876893,-1.2556305e-17,-0.24897554,-1.2516927e-17,-0.24897554,-1.2488325e-17,-0.24876893,-1.2447715e-17,-0.24876893,-1.2419961e-17
-0.264,-1.62999e-17,-0.264,-1.6138868e-17,-0.264,-1.5894295e-17,-0.24413662,-1.545117e-17,-0.264,-1.54605e-17,-0.264,-1.5277875e-17,-0.264,-1.5118053e-17,-0.264,-1.4982879e-17,-0.25532527,-1.4815429e-17,-0.25532527,-1.467301e-17,-0.25532527,-1.4504348e-17,-0.264,-1.4511982e-17,-0.264,-1.4402797e-17,-0.264,-1.4295245e-17,-0.264,-1.4203659e-17,-0.264,-1.4007553e-17,-0.264,-1.3908404e-17,-0.264,-1.3929869e-17,-0.264,-1.3833424e-17,-0.264,-1.3650746e-17,-0.264,-1.3668057e-17,-0.23883182,-1.3504413e-17,-0.264,-1.3516424e-17,-0.264,-1.3438266e-17,-0.264,-1.3367186e-17,-0.264,-1.329656e-17,-0.25497554,-1.3210765e-17,-0.25497554,-1.3147869e-17,-0.25497554,-1.308681e-17,-0.25497554,-1.3027e-17,-0.264,-1.286717e-17,-0.25497554,-1.2813077e-17,-0.25497554,-1.2863454e-17,-0.25497554,-1.2814036e-17,-0.25497554,-1.2762216e-17,-0.25497554,-1.2718864e-17,-0.25497554,-1.2673745e-17,-0.25497554,-1.2626587e-17,-0.25497554,-1.2593015e-17,-0.25476893,-1.2557854e-17,-0.25497554,-1.2525862e-17,-0.25497554,-1.2492348e-17,-0.25476893,-1.2459082e-17,-0.25476893,-1.242755e-17
-0.27,-1.6359692e-17,-0.27,-1.6190023e-17,-0.27,-1.5932306e-17,-0.25013662,-1.5519753e-17,-0.27,-1.5475978e-17,-0.27,-1.5281376e-17,-0.27,-1.511354e-17,-0.27,-1.4963648e-17,-0.26132527,-1.4835219e-17,-0.26132527,-1.4721468e-17,-0.26132527,-1.4610768e-17,-0.27,-1.4473454e-17,-0.27,-1.4374192e-17,-0.27,-1.4280473e-17,-0.27,-1.4166359e-17,-0.27,-1.3945933e-17,-0.27,-1.3989847e-17,-0.27,-1.3887893e-17,-0.27,-1.3675498e-17,-0.27,-1.3722252e-17,-0.27,-1.3638083e-17,-0.24483182,-1.352951e-17,-0.27,-1.3482264e-17,-0.27,-1.3265694e-17,-0.27,-1.333087e-17,-0.27,-1.3260153e-17,-0.26097554,-1.3238313e-17,-0.26097554,-1.317355e-17,-0.26097554,-1.3110074e-17,-0.26097554,-1.3049163e-17,-0.27,-1.293513e-17,-0.26097554,-1.293393e-17,-0.26097554,-1.2881005e-17,-0.26097554,-1.2831637e-17,-0.26097554,-1.2782449e-17,-0.26097554,-1.2736587e-17,-0.26097554,-1.2694523e-17,-0.26097554,-1.264972e-17,-0.26097554,-1.2607131e-17,-0.26076893,-1.2574793e-17,-0.26097554,-1.2531785e-17,-0.26097554,-1.2500026e-17,-0.26076893,-1.2474881e-17,-0.26076893,-1.2441279e-17
-0.276,-1.6480698e-17,-0.276,-1.6302006e-17,-0.276,-1.6032704e-17,-0.25613662,-1.5588049e-17,-0.276,-1.5537026e-17,-0.276,-1.5333196e-17,-0.276,-1.5161927e-17,-0.276,-1.5009917e-17,-0.26732527,-1.4845658e-17,-0.26732527,-1.4721231e-17,-0.26732527,-1.4602836e-17,-0.276,-1.4515294e-17,-0.276,-1.4312248e-17,-0.276,-1.4302681e-17,-0.276,-1.4195707e-17,-0.276,-1.4102741e-17,-0.276,-1.3921471e-17,-0.276,-1.3907355e-17,-0.276,-1.3819138e-17,-0.276,-1.3743847e-17,-0.276,-1.3659341e-17,-0.25083182,-1.3556224e-17,-0.276,-1.3487693e-17,-0.276,-1.3410562e-17,-0.276,-1.3343308e-17,-0.276,-1.3273542e-17,-0.26697554,-1.3204221e-17,-0.26697554,-1.3138329e-17,-0.26697554,-1.3076023e-17,-0.26697554,-1.3011201e-17,-0.276,-1.293618e-17,-0.26697554,-1.2753586e-17,-0.26697554,-1.2837619e-17,-0.26697554,-1.2789338e-17,-0.26697554,-1.2736883e-17,-0.26697554,-1.2687673e-17,-0.26697554,-1.2647908e-17,-0.26697554,-1.260541e-17,-0.26697554,-1.2558973e-17,-0.26676893,-1.2528622e-17,-0.26697554,-1.2490867e-17,-0.26697554,-1.2450517e-17,-0.26676893,-1.2420117e-17,-0.26676893,-1.2383799e-17
-0.282,-1.664464e-17,-0.282,-1.6459695e-17,-0.282,-1.616414e-17,-0.26213662,-1.5639038e-17,-0.282,-1.5633033e-17,-0.282,-1.5428756e-17,-0.282,-1.5238655e-17,-0.282,-1.5079503e-17,-0.27332527,-1.485507e-17,-0.27332527,-1.4742109e-17,-0.27332527,-1.4630122e-17,-0.282,-1.4573302e-17,-0.282,-1.4363726e-17,-0.282,-1.4339363e-17,-0.282,-1.4267231e-17,-0.282,-1.4170756e-17,-0.282,-1.4049951e-17,-0.282,-1.396814e-17,-0.282,-1.3822159e-17,-0.282,-1.3794052e-17,-0.282,-1.3706251e-17,-0.25683182,-1.3585586e-17,-0.282,-1.3469502e-17,-0.282,-1.3389781e-17,-0.282,-1.3385766e-17,-0.282,-1.3320984e-17,-0.27297554,-1.3220482e-17,-0.27297554,-1.3151355e-17,-0.27297554,-1.3079757e-17,-0.27297554,-1.3021659e-17,-0.282,-1.2978994e-17,-0.27297554,-1.2899236e-17,-0.27297554,-1.284325e-17,-0.27297554,-1.2794537e-17,-0.27297554,-1.2744482e-17,-0.27297554,-1.2696061e-17,-0.27297554,-1.265433e-17,-0.27297554,-1.2606711e-17,-0.27297554,-1.2565868e-17,-0.27276893,-1.2524243e-17,-0.27297554,-1.248361e-17,-0.27297554,-1.2449264e-17,-0.27276893,-1.2413433e-17,-0.27276893,-1.2380475e-17
-0.288,-1.6876453e-17,-0.288,-1.6689471e-17,-0.288,-1.6378121e-17,-0.26813662,-1.5671558e-17,-0.288,-1.5789141e-17,-0.288,-1.5570729e-17,-0.288,-1.5362326e-17,-0.288,-1.5207137e-17,-0.27932527,-1.4981793e-17,-0.27932527,-1.4848634e-17,-0.27932527,-1.4740619e-17,-0.288,-1.4712319e-17,-0.288,-1.4592837e-17,-0.288,-1.4485642e-17,-0.288,-1.4399348e-17,-0.288,-1.4286831e-17,-0.288,-1.4184762e-17,-0.288,-1.4103717e-17,-0.288,-1.3996097e-17,-0.288,-1.3914104e-17,-0.288,-1.382621e-17,-0.26283182,-1.3467695e-17,-0.288,-1.364528e-17,-0.288,-1.3579067e-17,-0.288,-1.3499893e-17,-0.288,-1.3430286e-17,-0.27897554,-1.3331137e-17,-0.27897554,-1.3261159e-17,-0.27897554,-1.31926e-17,-0.27897554,-1.3128978e-17,-0.288,-1.3084475e-17,-0.27897554,-1.299723e-17,-0.27897554,-1.2948436e-17,-0.27897554,-1.2896208e-17,-0.27897554,-1.2845407e-17,-0.27897554,-1.279578e-17,-0.27897554,-1.2749106e-17,-0.27897554,-1.2703144e-17,-0.27897554,-1.2661391e-17,-0.27876893,-1.2627321e-17,-0.27897554,-1.2580145e-17,-0.27897554,-1.2543373e-17,-0.27876893,-1.2514811e-17,-0.27876893,-1.2483305e-17
-0.294,-1.6978078e-17,-0.294,-1.6784726e-17,-0.294,-1.6452896e-17,-0.27413662,-1.5784717e-17,-0.294,-1.5813812e-17,-0.294,-1.5573219e-17,-0.294,-1.5364217e-17,-0.294,-1.519426e-17,-0.28532527,-1.5055405e-17,-0.28532527,-1.4928632e-17,-0.28532527,-1.4807393e-17,-0.294,-1.4678793e-17,-0.294,-1.4565476e-17,-0.294,-1.4449856e-17,-0.294,-1.4342642e-17,-0.294,-1.4258434e-17,-0.294,-1.4063169e-17,-0.294,-1.4056454e-17,-0.294,-1.3968723e-17,-0.294,-1.3880576e-17,-0.294,-1.3785876e-17,-0.26883182,-1.3438483e-17,-0.294,-1.3616826e-17,-0.294,-1.3542506e-17,-0.294,-1.346662e-17,-0.294,-1.3393137e-17,-0.28497554,-1.3314819e-17,-0.28497554,-1.3243437e-17,-0.28497554,-1.3175042e-17,-0.28497554,-1.3108557e-17,-0.294,-1.3033501e-17,-0.28497554,-1.2943554e-17,-0.28497554,-1.2927899e-17,-0.28497554,-1.288227e-17,-0.28497554,-1.2825257e-17,-0.28497554,-1.2777133e-17,-0.28497554,-1.2730015e-17,-0.28497554,-1.2674965e-17,-0.28497554,-1.2640437e-17,-0.28476893,-1.2563711e-17,-0.28497554,-1.2557346e-17,-0.28497554,-1.251583e-17,-0.28476893,-1.2449698e-17,-0.28476893,-1.2413249e-17
-0.3,-1.7052105e-17,-0.3,-1.6854893e-17,-0.3,-1.6509852e-17,-0.28013662,-1.5937994e-17,-0.3,-1.5816588e-17,-0.3,-1.5550627e-17,-0.3,-1.5328155e-17,-0.3,-1.5151528e-17,-0.29132527,-1.5052819e-17,-0.29132527,-1.4919043e-17,-0.29132527,-1.4798126e-17,-0.3,-1.4826079e-17,-0.3,-1.4497809e-17,-0.3,-1.4390118e-17,-0.3,-1.4504166e-17,-0.3,-1.4200299e-17,-0.3,-1.4102975e-17,-0.3,-1.3992678e-17,-0.3,-1.3902065e-17,-0.3,-1.3816052e-17,-0.3,-1.3929579e-17,-0.27483182,-1.3609731e-17,-0.3,-1.3762478e-17,-0.3,-1.3478428e-17,-0.3,-1.360137e-17,-0.3,-1.3320254e-17,-0.29097554,-1.3345854e-17,-0.29097554,-1.3273483e-17,-0.29097554,-1.3204483e-17,-0.29097554,-1.3135833e-17,-0.3,-1.2961685e-17,-0.29097554,-1.3011253e-17,-0.29097554,-1.295613e-17,-0.29097554,-1.2903056e-17,-0.29097554,-1.2850128e-17,-0.29097554,-1.2800423e-17,-0.29097554,-1.2752088e-17,-0.29097554,-1.2704771e-17,-0.29097554,-1.2660323e-17,-0.29076893,-1.2656957e-17,-0.29097554,-1.2576902e-17,-0.29097554,-1.2539171e-17,-0.29076893,-1.2539965e-17,-0.29076893,-1.2505627e-17
-0.306,-1.7352923e-17,-0.306,-1.7155946e-17,-0.306,-1.6780188e-17,-0.28613662,-1.6016732e-17,-0.306,-1.6023782e-17,-0.306,-1.5732614e-17,-0.306,-1.5494323e-17,-0.306,-1.5304473e-17,-0.29732527,-1.5002122e-17,-0.29732527,-1.4873774e-17,-0.29732527,-1.4926229e-17,-0.306,-1.4873734e-17,-0.306,-1.4655672e-17,-0.306,-1.4548792e-17,-0.306,-1.444506e-17,-0.306,-1.4340188e-17,-0.306,-1.4239327e-17,-0.306,-1.4136985e-17,-0.306,-1.4050276e-17,-0.306,-1.3952668e-17,-0.306,-1.386368e-17,-0.28083182,-1.3683155e-17,-0.306,-1.369405e-17,-0.306,-1.3617171e-17,-0.306,-1.353543e-17,-0.306,-1.3454785e-17,-0.29697554,-1.3289544e-17,-0.29697554,-1.3216936e-17,-0.29697554,-1.3147446e-17,-0.29697554,-1.3075178e-17,-0.306,-1.30902e-17,-0.29697554,-1.2949549e-17,-0.29697554,-1.289383e-17,-0.29697554,-1.2838567e-17,-0.29697554,-1.2784095e-17,-0.29697554,-1.273295e-17,-0.29697554,-1.2681994e-17,-0.29697554,-1.2622581e-17,-0.29697554,-1.2589296e-17,-0.29676893,-1.2525528e-17,-0.29697554,-1.2500245e-17,-0.29697554,-1.2466415e-17,-0.29676893,-1.2405338e-17,-0.29676893,-1.2371539e-17
-0.312,-1.7550426e-17,-0.312,-1.7354181e-17,-0.312,-1.6961936e-17,-0.29213662,-1.6105245e-17,-0.312,-1.6130993e-17,-0.312,-1.5812589e-17,-0.312,-1.5559316e-17,-0.312,-1.5357476e-17,-0.30332527,-1.5193211e-17,-0.30332527,-1.5050854e-17,-0.30332527,-1.4935996e-17,-0.312,-1.4803146e-17,-0.312,-1.4800796e-17,-0.312,-1.4591058e-17,-0.312,-1.4480932e-17,-0.312,-1.4373706e-17,-0.312,-1.4277655e-17,-0.312,-1.4173695e-17,-0.312,-1.4077875e-17,-0.312,-1.4093019e-17,-0.312,-1.3883661e-17,-0.28683182,-1.3741259e-17,-0.312,-1.3722276e-17,-0.312,-1.3642186e-17,-0.312,-1.3555412e-17,-0.312,-1.347544e-17,-0.30297554,-1.3432779e-17,-0.30297554,-1.3357881e-17,-0.30297554,-1.3283871e-17,-0.30297554,-1.321023e-17,-0.312,-1.310183e-17,-0.30297554,-1.3086381e-17,-0.30297554,-1.3029721e-17,-0.30297554,-1.2973581e-17,-0.30297554,-1.2924521e-17,-0.30297554,-1.28717e-17,-0.30297554,-1.2821093e-17,-0.30297554,-1.2771598e-17,-0.30297554,-1.272546e-17,-0.30276893,-1.2657191e-17,-0.30297554,-1.2640842e-17,-0.30297554,-1.2601376e-17,-0.30276893,-1.2539828e-17,-0.30276893,-1.2500546e-17
-0.318,-1.7830853e-17,-0.318,-1.7641944e-17,-0.318,-1.7233022e-17,-0.29813662,-1.6277832e-17,-0.318,-1.6329009e-17,-0.318,-1.5963911e-17,-0.318,-1.5694139e-17,-0.318,-1.5474191e-17,-0.30932527,-1.5153784e-17,-0.30932527,-1.5016721e-17,-0.30932527,-1.4895394e-17,-0.318,-1.4922154e-17,-0.318,-1.4851202e-17,-0.318,-1.4703694e-17,-0.318,-1.4583174e-17,-0.318,-1.4482866e-17,-0.318,-1.4380441e-17,-0.318,-1.4280124e-17,-0.318,-1.4181275e-17,-0.318,-1.4088617e-17,-0.318,-1.3999862e-17,-0.29283182,-1.3779221e-17,-0.318,-1.3824653e-17,-0.318,-1.3739362e-17,-0.318,-1.3657141e-17,-0.318,-1.3570678e-17,-0.30897554,-1.3359766e-17,-0.30897554,-1.3278985e-17,-0.30897554,-1.320537e-17,-0.30897554,-1.3135002e-17,-0.318,-1.3228541e-17,-0.30897554,-1.3003855e-17,-0.30897554,-1.2953047e-17,-0.30897554,-1.2895505e-17,-0.30897554,-1.2840408e-17,-0.30897554,-1.2788452e-17,-0.30897554,-1.2737589e-17,-0.30897554,-1.2689449e-17,-0.30897554,-1.2647203e-17,-0.30876893,-1.2579424e-17,-0.30897554,-1.2554053e-17,-0.30897554,-1.2511335e-17,-0.30876893,-1.2458792e-17,-0.30876893,-1.2419299e-17
-0.324,-1.8098869e-17,-0.324,-1.7911587e-17,-0.324,-1.7491694e-17,-0.30413662,-1.6332435e-17,-0.324,-1.6481666e-17,-0.324,-1.6093741e-17,-0.324,-1.5805008e-17,-0.324,-1.5573817e-17,-0.31532527,-1.529092e-17,-0.31532527,-1.5150314e-17,-0.31532527,-1.5024922e-17,-0.324,-1.5013282e-17,-0.324,-1.4891555e-17,-0.324,-1.4793527e-17,-0.324,-1.4663808e-17,-0.324,-1.4567599e-17,-0.324,-1.4464153e-17,-0.324,-1.4355728e-17,-0.324,-1.4247303e-17,-0.324,-1.4160275e-17,-0.324,-1.4067032e-17,-0.29883182,-1.3653358e-17,-0.324,-1.3891869e-17,-0.324,-1.3796418e-17,-0.324,-1.3716469e-17,-0.324,-1.3625057e-17,-0.31497554,-1.3474251e-17,-0.31497554,-1.3400417e-17,-0.31497554,-1.330761e-17,-0.31497554,-1.3237863e-17,-0.324,-1.3253399e-17,-0.31497554,-1.311934e-17,-0.31497554,-1.3055462e-17,-0.31497554,-1.2997568e-17,-0.31497554,-1.2944682e-17,-0.31497554,-1.2900061e-17,-0.31497554,-1.284508e-17,-0.31497554,-1.2794982e-17,-0.31497554,-1.2748099e-17,-0.31476893,-1.2705382e-17,-0.31497554,-1.2659723e-17,-0.31497554,-1.2618656e-17,-0.31476893,-1.258321e-17,-0.31476893,-1.2542231e-17
-0.33,-1.8327891e-17,-0.33,-1.8154869e-17,-0.33,-1.7725717e-17,-0.31013662,-1.6457526e-17,-0.33,-1.6628432e-17,-0.33,-1.6190643e-17,-0.33,-1.5865141e-17,-0.33,-1.5617973e-17,-0.32132527,-1.5368557e-17,-0.32132527,-1.5214308e-17,-0.32132527,-1.5097778e-17,-0.33,-1.5046924e-17,-0.33,-1.4933677e-17,-0.33,-1.4824623e-17,-0.33,-1.4708791e-17,-0.33,-1.4597839e-17,-0.33,-1.4478797e-17,-0.33,-1.4380766e-17,-0.33,-1.4282709e-17,-0.33,-1.4189807e-17,-0.33,-1.4095606e-17,-0.30483182,-1.3758582e-17,-0.33,-1.3912452e-17,-0.33,-1.3825726e-17,-0.33,-1.3736315e-17,-0.33,-1.3647239e-17,-0.32097554,-1.3522696e-17,-0.32097554,-1.3444205e-17,-0.32097554,-1.3366401e-17,-0.32097554,-1.3296955e-17,-0.33,-1.3249137e-17,-0.32097554,-1.3173167e-17,-0.32097554,-1.3112824e-17,-0.32097554,-1.3054031e-17,-0.32097554,-1.2998296e-17,-0.32097554,-1.2946026e-17,-0.32097554,-1.2893732e-17,-0.32097554,-1.2842838e-17,-0.32097554,-1.2795236e-17,-0.32076893,-1.2742513e-17,-0.32097554,-1.2718521e-17,-0.32097554,-1.2661889e-17,-0.32076893,-1.262076e-17,-0.32076893,-1.2584268e-17
-0.336,-1.8571379e-17,-0.336,-1.8413324e-17,-0.336,-1.7984176e-17,-0.31613662,-1.669984e-17,-0.336,-1.6776299e-17,-0.336,-1.6300615e-17,-0.336,-1.5934348e-17,-0.336,-1.5680609e-17,-0.32732527,-1.5435722e-17,-0.32732527,-1.5291415e-17,-0.32732527,-1.5165603e-17,-0.336,-1.5115612e-17,-0.336,-1.4975063e-17,-0.336,-1.4864509e-17,-0.336,-1.4743869e-17,-0.336,-1.4629559e-17,-0.336,-1.4520585e-17,-0.336,-1.4416297e-17,-0.336,-1.4315789e-17,-0.336,-1.4218501e-17,-0.336,-1.412508e-17,-0.31083182,-1.3908197e-17,-0.336,-1.3936065e-17,-0.336,-1.3852846e-17,-0.336,-1.3751927e-17,-0.336,-1.3667045e-17,-0.32697554,-1.356153e-17,-0.32697554,-1.3476303e-17,-0.32697554,-1.3399505e-17,-0.32697554,-1.3331324e-17,-0.336,-1.3282499e-17,-0.32697554,-1.3205746e-17,-0.32697554,-1.3141492e-17,-0.32697554,-1.3081527e-17,-0.32697554,-1.302549e-17,-0.32697554,-1.2971844e-17,-0.32697554,-1.2920369e-17,-0.32697554,-1.2867963e-17,-0.32697554,-1.2819435e-17,-0.32676893,-1.2761714e-17,-0.32697554,-1.2729209e-17,-0.32697554,-1.2686186e-17,-0.32676893,-1.264526e-17,-0.32676893,-1.2606389e-17
-0.342,-1.8769421e-17,-0.342,-1.8631253e-17,-0.342,-1.8215718e-17,-0.32213662,-1.6894943e-17,-0.342,-1.6900351e-17,-0.342,-1.6368392e-17,-0.342,-1.596605e-17,-0.342,-1.5691292e-17,-0.33332527,-1.5486108e-17,-0.33332527,-1.53423e-17,-0.33332527,-1.5213053e-17,-0.342,-1.5084786e-17,-0.342,-1.4969641e-17,-0.342,-1.4853369e-17,-0.342,-1.4733106e-17,-0.342,-1.4612257e-17,-0.342,-1.4505943e-17,-0.342,-1.4398564e-17,-0.342,-1.4294257e-17,-0.342,-1.4200107e-17,-0.342,-1.4104681e-17,-0.31683182,-1.3938895e-17,-0.342,-1.391606e-17,-0.342,-1.3833261e-17,-0.342,-1.3733241e-17,-0.342,-1.3635521e-17,-0.33297554,-1.357188e-17,-0.33297554,-1.3481953e-17,-0.33297554,-1.3407986e-17,-0.33297554,-1.3340921e-17,-0.342,-1.3251028e-17,-0.33297554,-1.3194781e-17,-0.33297554,-1.3150801e-17,-0.33297554,-1.3092106e-17,-0.33297554,-1.3034587e-17,-0.33297554,-1.2979317e-17,-0.33297554,-1.2925412e-17,-0.33297554,-1.2873661e-17,-0.33297554,-1.2823805e-17,-0.33276893,-1.2763666e-17,-0.33297554,-1.2732033e-17,-0.33297554,-1.2686618e-17,-0.33276893,-1.263172e-17,-0.33276893,-1.2591932e-17
